,phone,sum,threshold
0,0.6120092378752887,0.6120092378752887,0.89
1,0.6309523809523809,0.6309523809523809,0.9
2,0.6463414634146342,0.6463414634146342,0.91
3,0.6683544303797468,0.6683544303797468,0.92
4,0.6875,0.6875,0.93
5,0.7032085561497327,0.7032085561497327,0.94
6,0.71900826446281,0.71900826446281,0.95
7,0.7363896848137536,0.7363896848137536,0.96
8,0.7620481927710844,0.7620481927710844,0.97
9,0.8217821782178217,0.8217821782178217,0.98
