,hobby,phone,email,address,url,sum,threshold
0,0.09271523178807947,0.9533898305084746,0.9518599562363238,0.9664804469273743,0.782051282051282,0.7651991614255765,0.54
1,0.1067193675889328,0.9529914529914529,0.9538461538461539,0.9663865546218487,0.8108108108108109,0.7931536780772032,0.59
2,0.1210762331838565,0.9570815450643777,0.9577777777777777,0.9686609686609686,0.8450704225352113,0.8140060240963856,0.64
3,0.1377551020408163,0.9565217391304348,0.9596412556053812,0.9712643678160919,0.8805970149253731,0.8329448329448329,0.69
4,0.15476190476190477,0.9559471365638766,0.9681093394077449,0.9710144927536232,0.8805970149253731,0.8523274478330658,0.74
5,0.17985611510791366,0.9636363636363636,0.9697674418604652,0.9708454810495627,0.90625,0.8737458193979933,0.79
6,0.21359223300970873,0.9615384615384616,0.9762470308788599,0.9726443768996961,0.9152542372881356,0.8991071428571429,0.84
7,0.2,0.9701492537313433,0.9852579852579852,0.9738562091503268,0.92,0.9191530317613089,0.89
8,0.24390243902439024,0.9885714285714285,0.9866310160427807,0.976,0.9285714285714286,0.9467120181405896,0.94
9,0.4,1.0,0.9943820224719101,0.9,0.7272727272727273,0.9736842105263158,0.99
