,email,sum,threshold
0,0.9992008783840851,0.9992008783840851,0.54
1,0.999220369155205,0.999220369155205,0.59
2,0.9992463568500315,0.9992463568500315,0.64
3,0.9992528537737382,0.9992528537737382,0.69
4,0.999272344544858,0.999272344544858,0.74
5,0.9993178230108044,0.9993178230108044,0.79
6,0.9993568045530441,0.9993568045530441,0.84
7,0.999376295324164,0.999376295324164,0.89
