,email,sum,threshold
0,0.8604206500956023,0.8604206500956023,0.54
1,0.8667953667953668,0.8667953667953668,0.59
2,0.875,0.875,0.64
3,0.8796844181459567,0.8796844181459567,0.69
4,0.8895582329317269,0.8895582329317269,0.74
5,0.9055441478439425,0.9055441478439425,0.79
6,0.9238900634249472,0.9238900634249472,0.84
7,0.9391304347826087,0.9391304347826087,0.89
