,address,sum,threshold
0,0.6575342465753424,0.6575342465753424,0.9
1,0.6529411764705882,0.6529411764705882,0.91
2,0.650294695481336,0.650294695481336,0.92
3,0.6449704142011834,0.6449704142011834,0.93
4,0.6304347826086957,0.6304347826086957,0.94
5,0.6123260437375746,0.6123260437375746,0.95
6,0.5968063872255489,0.5968063872255489,0.96
7,0.558,0.558,0.97
8,0.486,0.486,0.98
