,phone,sum,threshold
0,0.9961408273182648,0.9961408273182648,0.54
1,0.9963032504109304,0.9963032504109304,0.59
2,0.9964721704273026,0.9964721704273026,0.64
3,0.9966475873673816,0.9966475873673816,0.69
4,0.996777525841514,0.996777525841514,0.74
5,0.9969789304764194,0.9969789304764194,0.79
6,0.9971478504927916,0.9971478504927916,0.84
7,0.9973687458988169,0.9973687458988169,0.89
8,0.9977260767026813,0.9977260767026813,0.94
9,0.9980639167354258,0.9980639167354258,0.99
