,phone,sum,threshold
0,0.5378486055776892,0.5378486055776892,0.54
1,0.5378486055776892,0.5378486055776892,0.59
2,0.5378486055776892,0.5378486055776892,0.64
3,0.5338645418326693,0.5338645418326693,0.69
4,0.5338645418326693,0.5338645418326693,0.74
5,0.5338645418326693,0.5338645418326693,0.79
6,0.5318725099601593,0.5318725099601593,0.84
7,0.5278884462151394,0.5278884462151394,0.89
8,0.5239043824701195,0.5239043824701195,0.94
9,0.458,0.458,0.99
