phone,email,sum,threshold
6.0,10.0,16.0,0.55
6.0,10.0,16.0,0.6
6.0,10.0,16.0,0.65
6.0,9.0,15.0,0.7
6.0,9.0,15.0,0.75
6.0,8.0,14.0,0.8
6.0,8.0,14.0,0.85
6.0,8.0,14.0,0.9
6.0,7.0,13.0,0.91
6.0,7.0,13.0,0.92
6.0,7.0,13.0,0.93
6.0,7.0,13.0,0.94
6.0,7.0,13.0,0.95
6.0,7.0,13.0,0.96
6.0,7.0,13.0,0.97
5.0,6.0,11.0,0.98
5.0,6.0,11.0,0.99
