,hobby,phone,email,address,url,sum,threshold
0,0.2066115702479339,0.6942148760330579,0.9146005509641874,0.8071625344352618,0.8953168044077136,-0.4820936639118457,0.54
1,-0.050980392156862744,0.5607843137254902,0.8784313725490196,0.7215686274509804,0.8509803921568627,-1.0392156862745099,0.59
2,0.015444015444015444,0.5714285714285714,0.8764478764478765,0.7181467181467182,0.861003861003861,-0.9575289575289575,0.64
3,0.13523131672597866,0.597864768683274,0.8861209964412812,0.7402135231316725,0.8754448398576512,-0.7651245551601423,0.69
4,-0.12380952380952381,0.4523809523809524,0.8476190476190476,0.6523809523809524,0.8333333333333334,-1.338095238095238,0.74
5,0.23208191126279865,0.6109215017064846,0.8771331058020477,0.7474402730375427,0.8805460750853242,-0.6518771331058021,0.79
6,0.4123989218328841,0.6873315363881402,0.894878706199461,0.7924528301886793,0.9083557951482479,-0.3045822102425876,0.84
7,0.07296137339055794,0.4978540772532189,0.8326180257510729,0.648068669527897,0.8497854077253219,-1.0987124463519313,0.89
8,0.31475409836065577,0.5934426229508196,0.8262295081967214,0.6918032786885245,0.8754098360655738,-0.6983606557377049,0.94
9,-0.11797752808988764,0.1348314606741573,0.29775280898876405,-0.11797752808988764,0.7191011235955056,-3.0842696629213484,0.99
