,hobby,phone,email,address,url,sum,threshold
0,181,104,22,66,30,403,0.54
1,181,105,23,67,31,407,0.59
2,181,105,24,70,31,411,0.64
3,181,107,25,70,31,414,0.69
4,182,109,27,70,31,419,0.74
5,183,110,31,71,32,427,0.79
6,185,112,35,74,32,438,0.84
7,192,114,38,79,33,456,0.89
8,195,123,52,93,36,499,0.94
9,199,154,125,198,48,724,0.99
