email,sum,threshold
1373285.0,1373285.0,0.55
1373286.0,1373286.0,0.6
1373289.0,1373289.0,0.65
1373289.0,1373289.0,0.7
1373289.0,1373289.0,0.75
1373290.0,1373290.0,0.8
1373291.0,1373291.0,0.85
1373292.0,1373292.0,0.9
1373294.0,1373294.0,0.91
1373294.0,1373294.0,0.92
1373295.0,1373295.0,0.93
1373295.0,1373295.0,0.94
1373295.0,1373295.0,0.95
1373295.0,1373295.0,0.96
1373295.0,1373295.0,0.97
1373295.0,1373295.0,0.98
1373295.0,1373295.0,0.99
