email,sum,threshold
1373227.0,1373227.0,0.55
1373229.0,1373229.0,0.6
1373232.0,1373232.0,0.65
1373232.0,1373232.0,0.7
1373233.0,1373233.0,0.75
1373234.0,1373234.0,0.8
1373237.0,1373237.0,0.85
1373238.0,1373238.0,0.9
1373240.0,1373240.0,0.91
1373240.0,1373240.0,0.92
1373241.0,1373241.0,0.93
1373241.0,1373241.0,0.94
1373242.0,1373242.0,0.95
1373242.0,1373242.0,0.96
1373244.0,1373244.0,0.97
1373244.0,1373244.0,0.98
1373244.0,1373244.0,0.99
