email,sum,threshold
89.0,89.0,0.55
88.0,88.0,0.6
88.0,88.0,0.65
88.0,88.0,0.7
87.0,87.0,0.75
86.0,86.0,0.8
85.0,85.0,0.85
84.0,84.0,0.9
84.0,84.0,0.91
83.0,83.0,0.92
83.0,83.0,0.93
82.0,82.0,0.94
82.0,82.0,0.95
81.0,81.0,0.96
80.0,80.0,0.97
79.0,79.0,0.98
71.0,71.0,0.99
