email,sum,threshold
1373320.0,1373320.0,19.0
1373321.0,1373321.0,19.0
1373322.0,1373322.0,19.0
1373322.0,1373322.0,19.0
1373322.0,1373322.0,18.0
1373323.0,1373323.0,17.0
1373323.0,1373323.0,16.0
1373323.0,1373323.0,16.0
1373324.0,1373324.0,16.0
1373324.0,1373324.0,16.0
1373325.0,1373325.0,16.0
1373325.0,1373325.0,15.0
1373325.0,1373325.0,15.0
1373325.0,1373325.0,14.0
1373325.0,1373325.0,14.0
1373325.0,1373325.0,14.0
1373325.0,1373325.0,12.0
