email,sum,threshold
1.0,1.0,0.55
1.0,1.0,0.6
1.0,1.0,0.65
1.0,1.0,0.7
2.0,2.0,0.75
3.0,3.0,0.8
4.0,4.0,0.85
4.0,4.0,0.9
4.0,4.0,0.91
4.0,4.0,0.92
4.0,4.0,0.93
5.0,5.0,0.94
5.0,5.0,0.95
6.0,6.0,0.96
6.0,6.0,0.97
6.0,6.0,0.98
8.0,8.0,0.99
