email,sum,threshold
0.95,0.95,19.0
0.95,0.95,19.0
0.95,0.95,19.0
0.95,0.95,19.0
0.9,0.9,18.0
0.85,0.85,17.0
0.8,0.8,16.0
0.8,0.8,16.0
0.8,0.8,16.0
0.8,0.8,16.0
0.8,0.8,16.0
0.75,0.75,15.0
0.75,0.75,15.0
0.7,0.7,14.0
0.7,0.7,14.0
0.7,0.7,14.0
0.6,0.6,12.0
