email,sum,threshold
0.9999956311050756,0.9999956311050756,19.0
0.9999963592542296,0.9999963592542296,19.0
0.9999970874033837,0.9999970874033837,19.0
0.9999970874033837,0.9999970874033837,19.0
0.9999963592542296,0.9999963592542296,18.0
0.9999963592542296,0.9999963592542296,17.0
0.9999956311050756,0.9999956311050756,16.0
0.9999956311050756,0.9999956311050756,16.0
0.9999963592542296,0.9999963592542296,16.0
0.9999963592542296,0.9999963592542296,16.0
0.9999970874033837,0.9999970874033837,16.0
0.9999963592542296,0.9999963592542296,15.0
0.9999963592542296,0.9999963592542296,15.0
0.9999956311050756,0.9999956311050756,14.0
0.9999956311050756,0.9999956311050756,14.0
0.9999956311050756,0.9999956311050756,14.0
0.9999941748067674,0.9999941748067674,12.0
