email,sum,threshold
5.0,5.0,0.55
4.0,4.0,0.6
3.0,3.0,0.65
3.0,3.0,0.7
3.0,3.0,0.75
2.0,2.0,0.8
2.0,2.0,0.85
2.0,2.0,0.9
1.0,1.0,0.91
1.0,1.0,0.92
0.0,0.0,0.93
0.0,0.0,0.94
0.0,0.0,0.95
0.0,0.0,0.96
0.0,0.0,0.97
0.0,0.0,0.98
0.0,0.0,0.99
