email,sum,threshold
19.0,19.0,0.55
19.0,19.0,0.6
19.0,19.0,0.65
19.0,19.0,0.7
18.0,18.0,0.75
17.0,17.0,0.8
16.0,16.0,0.85
16.0,16.0,0.9
16.0,16.0,0.91
16.0,16.0,0.92
16.0,16.0,0.93
15.0,15.0,0.94
15.0,15.0,0.95
14.0,14.0,0.96
14.0,14.0,0.97
14.0,14.0,0.98
12.0,12.0,0.99
