email,sum,threshold
38.0,38.0,0.55
37.0,37.0,0.6
37.0,37.0,0.65
37.0,37.0,0.7
36.0,36.0,0.75
35.0,35.0,0.8
34.0,34.0,0.85
34.0,34.0,0.9
34.0,34.0,0.91
34.0,34.0,0.92
34.0,34.0,0.93
33.0,33.0,0.94
33.0,33.0,0.95
32.0,32.0,0.96
32.0,32.0,0.97
32.0,32.0,0.98
29.0,29.0,0.99
