email,sum,threshold
0.9999941748067674,0.9999941748067674,38.0
0.9999941748067674,0.9999941748067674,37.0
0.9999949029559215,0.9999949029559215,37.0
0.9999949029559215,0.9999949029559215,37.0
0.9999941748067674,0.9999941748067674,36.0
0.9999941748067674,0.9999941748067674,35.0
0.9999934466576134,0.9999934466576134,34.0
0.9999934466576134,0.9999934466576134,34.0
0.9999949029559215,0.9999949029559215,34.0
0.9999949029559215,0.9999949029559215,34.0
0.9999956311050756,0.9999956311050756,34.0
0.9999949029559215,0.9999949029559215,33.0
0.9999949029559215,0.9999949029559215,33.0
0.9999941748067674,0.9999941748067674,32.0
0.9999941748067674,0.9999941748067674,32.0
0.9999941748067674,0.9999941748067674,32.0
0.9999919903593052,0.9999919903593052,29.0
