email,sum,threshold
181.0,181.0,0.55
180.0,180.0,0.6
180.0,180.0,0.65
180.0,180.0,0.7
178.0,178.0,0.75
177.0,177.0,0.8
175.0,175.0,0.85
174.0,174.0,0.9
174.0,174.0,0.91
172.0,172.0,0.92
172.0,172.0,0.93
171.0,171.0,0.94
170.0,170.0,0.95
169.0,169.0,0.96
168.0,168.0,0.97
166.0,166.0,0.98
152.0,152.0,0.99
