email,sum,threshold
19.0,19.0,0.55
20.0,20.0,0.6
20.0,20.0,0.65
20.0,20.0,0.7
22.0,22.0,0.75
23.0,23.0,0.8
25.0,25.0,0.85
26.0,26.0,0.9
26.0,26.0,0.91
28.0,28.0,0.92
28.0,28.0,0.93
29.0,29.0,0.94
30.0,30.0,0.95
31.0,31.0,0.96
32.0,32.0,0.97
34.0,34.0,0.98
48.0,48.0,0.99
