email,sum,threshold
1373114.0,1373114.0,0.55
1373116.0,1373116.0,0.6
1373120.0,1373120.0,0.65
1373121.0,1373121.0,0.7
1373124.0,1373124.0,0.75
1373125.0,1373125.0,0.8
1373130.0,1373130.0,0.85
1373131.0,1373131.0,0.9
1373135.0,1373135.0,0.91
1373135.0,1373135.0,0.92
1373137.0,1373137.0,0.93
1373137.0,1373137.0,0.94
1373138.0,1373138.0,0.95
1373140.0,1373140.0,0.96
1373142.0,1373142.0,0.97
1373143.0,1373143.0,0.98
1373143.0,1373143.0,0.99
